id,tags
530,left_hand visual
531,objects visual
532,left_hand visual_words visual
533,calculation auditory
534,calculation auditory
535,visual
536,left_hand visual_words visual
537,vertical_checkerboard visual
538,language human_sound auditory
539,places visual
540,visual saccades
541,visual_words visual
542,calculation visual_words visual
543,objects right_hand visual_words visual
544,left_hand visual_words visual
545,scramble visual
546,language visual_words visual
547,calculation auditory
548,visual
549,auditory
550,objects right_hand visual
551,visual_words visual
552,left_hand auditory
553,calculation visual auditory
554,visual saccades
555,calculation auditory
556,visual_words visual
557,vertical_checkerboard right_hand visual
558,language human_sound auditory
559,visual
560,calculation language right_hand auditory
561,visual
562,right_hand visual
563,visual_digits visual
564,objects visual
565,right_hand auditory
566,calculation visual
567,calculation visual
568,left_hand visual
569,right_hand visual
570,horizontal_checkerboard vertical_checkerboard visual
571,auditory
572,right_hand visual_words visual
573,right_hand visual
574,right_hand visual
575,left_hand auditory
576,right_hand visual
577,visual
578,visual saccades
579,calculation visual_words visual
580,visual_words auditory
581,language right_hand visual_words visual
582,right_hand visual
583,visual saccades
584,objects visual non_human_sound auditory
585,visual
586,visual
587,visual_words visual
588,horizontal_checkerboard vertical_checkerboard visual
589,left_hand auditory
590,visual
591,visual
592,calculation auditory
593,calculation visual
594,right_hand visual
595,non_human_sound auditory
596,horizontal_checkerboard visual saccades
597,left_hand auditory
598,visual
599,visual
600,objects visual
601,visual auditory
602,right_hand visual
603,objects visual
604,language human_sound auditory
605,visual
606,non_human_sound auditory
607,language visual_words visual
608,objects right_hand visual
609,calculation visual
610,left_hand auditory
611,calculation visual
612,right_hand visual_words visual
613,horizontal_checkerboard vertical_checkerboard visual
614,visual non_human_sound auditory
615,non_human_sound auditory
616,left_hand visual
617,language auditory
618,right_hand visual
619,objects visual auditory
620,visual_digits calculation visual
621,objects visual
622,visual
623,visual
624,non_human_sound auditory
625,calculation visual
626,horizontal_checkerboard vertical_checkerboard visual
627,visual
628,right_hand visual
629,visual_words auditory
630,language visual_words visual
631,visual_digits visual
632,calculation auditory
633,right_hand auditory
634,visual_words visual
635,visual
636,right_hand visual
637,auditory
638,calculation visual
639,visual_digits visual
640,visual
641,language auditory
642,vertical_checkerboard visual_words visual
643,right_hand visual
644,scramble visual
645,left_hand visual
646,left_hand scramble visual
647,scramble visual
648,left_hand visual
649,right_hand visual
650,visual saccades
651,objects visual
652,right_hand visual_words visual
653,vertical_checkerboard visual
654,visual
655,right_hand auditory
656,vertical_checkerboard visual
657,visual_words visual
658,visual
659,left_foot visual
660,visual
661,visual saccades
662,visual saccades
663,visual
664,calculation auditory
665,visual_digits calculation visual
666,visual_digits visual
667,calculation auditory
668,visual_digits calculation visual
669,visual saccades
670,calculation auditory
671,visual
672,vertical_checkerboard objects visual
673,visual_digits calculation visual
674,horizontal_checkerboard visual
675,language human_sound auditory
676,horizontal_checkerboard vertical_checkerboard visual
677,objects visual
678,visual
679,visual
680,language human_sound auditory
681,language human_sound auditory
682,calculation right_hand visual auditory
683,horizontal_checkerboard vertical_checkerboard visual
684,horizontal_checkerboard visual
685,calculation language auditory
686,calculation auditory
687,horizontal_checkerboard visual
688,calculation auditory
689,auditory
690,places visual
691,places right_hand visual
692,vertical_checkerboard visual
693,objects visual auditory
694,language auditory
695,objects visual non_human_sound auditory
696,vertical_checkerboard visual
697,visual
698,objects visual
699,objects visual
700,calculation auditory
701,language human_sound auditory
702,calculation visual
703,visual saccades
704,visual auditory
705,objects visual
706,horizontal_checkerboard vertical_checkerboard visual
707,visual
708,calculation language auditory
709,right_hand visual
710,vertical_checkerboard visual
711,calculation right_hand auditory
712,faces visual
713,horizontal_checkerboard vertical_checkerboard visual
714,calculation visual
715,visual saccades
716,visual_digits calculation visual
717,vertical_checkerboard visual
718,visual
719,calculation auditory
720,faces vertical_checkerboard visual
721,visual saccades
722,faces visual
723,vertical_checkerboard visual
724,left_foot visual
725,visual
726,faces vertical_checkerboard visual
727,places visual
728,calculation visual
729,calculation visual_words visual
730,horizontal_checkerboard vertical_checkerboard visual
731,places visual
732,visual
733,calculation visual auditory
734,objects visual
735,language right_hand auditory
736,calculation visual
737,right_hand visual
738,vertical_checkerboard visual
739,vertical_checkerboard visual
740,visual
741,language human_sound auditory
742,auditory
743,horizontal_checkerboard vertical_checkerboard visual
744,visual
745,right_hand visual
746,language visual_words visual
747,objects visual
748,auditory
749,vertical_checkerboard visual
750,language auditory
751,objects right_hand visual
752,vertical_checkerboard visual
753,horizontal_checkerboard vertical_checkerboard visual
754,calculation auditory
755,vertical_checkerboard visual
756,calculation auditory
757,language visual
758,calculation auditory
759,calculation visual
760,non_human_sound auditory
761,calculation visual
762,visual
763,language auditory
764,language right_hand visual_words visual
765,left_hand auditory
766,language human_sound auditory
767,left_hand auditory
768,visual_words visual
769,visual_digits visual
770,calculation visual
771,visual auditory
772,visual
773,visual
774,calculation visual_words visual
775,right_hand visual_words visual
776,visual
777,calculation auditory
778,non_human_sound auditory
779,left_hand auditory
780,left_hand auditory
781,left_hand visual
782,visual
783,auditory
784,calculation visual
785,vertical_checkerboard visual
786,right_hand visual
787,calculation language right_hand auditory
788,horizontal_checkerboard visual
789,left_hand visual_words visual
790,non_human_sound auditory
791,visual
792,visual
793,auditory
794,language right_hand visual
795,visual
796,visual
797,visual
798,visual saccades
799,non_human_sound auditory
800,visual
801,visual
802,visual
803,left_hand objects visual
804,visual
805,calculation auditory
806,visual_digits calculation visual
807,right_hand visual
808,vertical_checkerboard visual
809,calculation visual_words visual
810,visual
811,calculation objects right_hand visual
812,right_hand visual
813,language human_sound auditory
814,visual
815,objects visual
816,calculation visual_words visual
817,visual
818,right_hand visual
819,right_hand auditory
820,left_hand auditory
821,visual
822,left_foot visual
823,left_hand visual
824,horizontal_checkerboard vertical_checkerboard visual
825,visual_words visual
826,calculation visual_words visual
827,horizontal_checkerboard vertical_checkerboard visual
828,language visual_words visual
829,auditory
830,visual
831,right_hand visual
832,calculation visual
833,left_hand visual
834,non_human_sound auditory
835,visual_words visual
836,horizontal_checkerboard visual
837,visual
838,visual
839,visual
840,calculation visual
841,objects right_hand visual
842,language human_sound auditory
843,objects visual
844,visual auditory
845,visual
846,horizontal_checkerboard vertical_checkerboard visual
847,non_human_sound auditory
848,visual
849,calculation right_hand visual_words visual
850,calculation visual_words visual
851,visual saccades
852,language auditory
853,right_hand visual
854,non_human_sound auditory
855,calculation visual_words visual
856,left_hand auditory
857,visual saccades
858,visual
859,calculation visual
860,visual
861,visual_words visual
862,visual
863,right_hand visual
864,faces visual
865,objects right_hand visual
866,language visual_words visual
867,vertical_checkerboard visual_words visual
868,left_hand auditory
869,scramble visual
870,language
871,visual
872,scramble visual
873,places visual
874,visual
875,calculation auditory
876,vertical_checkerboard visual
877,left_hand objects visual
878,visual
879,language right_hand auditory
880,places visual
881,calculation visual_words visual
882,human_sound non_human_sound auditory
883,left_foot visual
884,calculation visual_words visual
885,visual non_human_sound auditory
886,right_hand visual
887,objects visual
888,calculation auditory
889,visual
890,visual
891,objects right_hand visual
892,right_hand visual
893,visual
894,left_hand auditory
895,calculation visual_words visual auditory
896,language human_sound right_hand auditory
897,visual
898,visual
899,scramble visual
900,calculation visual
901,left_hand auditory
902,scramble visual
903,calculation visual_words visual
904,visual
905,vertical_checkerboard visual
906,right_hand visual
907,places right_hand visual
908,calculation auditory
909,non_human_sound auditory
910,left_foot visual
911,calculation auditory
912,calculation auditory
913,language visual_words visual
914,visual non_human_sound auditory
915,right_hand auditory
916,language auditory
917,language auditory
918,vertical_checkerboard visual
919,non_human_sound auditory
920,left_hand visual_words visual
921,faces visual
922,visual
923,visual
924,visual
925,scramble visual
926,left_hand auditory
927,calculation visual
928,objects visual
929,horizontal_checkerboard vertical_checkerboard visual
930,right_hand auditory
931,visual
932,places visual
933,right_hand visual
934,calculation visual
935,visual
936,right_hand visual
937,horizontal_checkerboard visual
938,auditory
939,visual auditory
940,right_hand visual
941,objects visual
942,language visual_words visual
943,right_hand visual_words visual
944,visual_words visual non_human_sound auditory
945,left_hand visual auditory
946,horizontal_checkerboard vertical_checkerboard visual
947,language auditory
948,vertical_checkerboard visual saccades
949,visual
950,calculation visual_words visual
951,objects visual
952,auditory
953,calculation auditory
954,left_hand objects visual
955,objects right_hand visual
956,calculation right_hand auditory
957,visual
958,auditory
959,left_hand visual
960,visual_words visual
961,calculation visual
962,auditory
963,visual
964,calculation auditory
965,right_hand visual
966,auditory
967,right_hand visual
968,calculation visual
969,calculation visual
970,language auditory
971,objects right_hand visual
972,language right_hand visual
973,visual
974,visual
975,objects visual
976,left_hand visual_words visual
977,visual
978,left_foot visual saccades
979,vertical_checkerboard visual
980,calculation visual
981,visual
982,auditory
983,visual_digits visual
984,visual
985,visual
986,language auditory
987,left_hand calculation auditory
988,calculation visual
989,right_hand visual
990,auditory
991,visual_words visual
992,visual_words visual
993,horizontal_checkerboard vertical_checkerboard visual
994,left_hand visual
995,visual
996,calculation objects visual
997,visual
998,auditory
999,visual
1000,scramble visual
1001,horizontal_checkerboard vertical_checkerboard visual
1002,scramble visual
1003,calculation visual_words visual
1004,calculation visual_words visual
1005,calculation visual
1006,visual
1007,horizontal_checkerboard visual
1008,right_hand visual
1009,right_hand auditory
1010,calculation visual
1011,calculation auditory
1012,places visual
1013,language visual_words visual
1014,left_hand auditory
1015,calculation auditory
1016,left_hand visual
1017,visual
1018,visual
1019,visual_words visual
1020,calculation visual_words visual
1021,language human_sound auditory
1022,left_hand visual_words visual
1023,language visual_words visual
1024,right_hand visual
1025,language human_sound auditory
1026,visual
1027,horizontal_checkerboard vertical_checkerboard visual
1028,horizontal_checkerboard visual
1029,non_human_sound auditory
1030,visual
1031,visual
1032,scramble visual
1033,language visual
1034,visual saccades
1035,left_hand visual_words visual
1036,calculation auditory
1037,visual
1038,auditory
1039,faces scramble visual
1040,visual
1041,calculation visual
1042,language human_sound auditory
1043,objects visual non_human_sound auditory
1044,visual
1045,visual
1046,left_hand visual
1047,objects visual
1048,calculation visual_words visual
1049,calculation visual
1050,language visual_words visual
1051,right_hand auditory
1052,visual_words visual
1053,visual
1054,visual
1055,objects visual
1056,calculation visual
1057,calculation auditory
1058,calculation objects visual
1059,horizontal_checkerboard places visual
1060,language right_hand auditory
1061,visual
1062,visual
1063,visual
1064,left_hand auditory
1065,left_hand visual saccades
1066,language auditory
1067,visual saccades
1068,left_hand scramble visual
1069,language visual_words visual
1070,visual
1071,visual
1072,calculation visual
1073,right_hand visual
1074,non_human_sound auditory
1075,calculation auditory
1076,horizontal_checkerboard visual
1077,visual non_human_sound auditory
1078,objects right_hand visual_words visual
1079,language human_sound right_hand auditory
1080,visual
1081,visual
1082,visual_words visual
1083,calculation visual_words visual
1084,visual
1085,calculation visual
1086,visual
1087,calculation visual_words visual non_human_sound auditory
1088,calculation auditory
1089,visual
1090,language visual_words visual
1091,left_hand auditory
1092,objects right_hand visual
1093,calculation visual saccades
1094,visual
1095,calculation right_hand auditory
1096,visual
1097,horizontal_checkerboard visual
1098,objects visual
1099,left_hand visual_words visual
1100,language human_sound right_hand auditory
1101,calculation auditory
1102,visual
1103,calculation visual_words visual
1104,language auditory
1105,vertical_checkerboard visual
1106,language visual_words visual
1107,visual
1108,calculation auditory
1109,visual_digits calculation visual
1110,horizontal_checkerboard right_hand visual
1111,left_hand auditory
1112,calculation auditory
1113,objects right_hand visual
1114,auditory
1115,visual
1116,calculation visual saccades
1117,horizontal_checkerboard vertical_checkerboard visual
1118,left_hand visual
1119,right_hand visual
1120,objects right_hand visual
1121,left_hand auditory
1122,places right_hand visual
1123,calculation auditory
1124,visual_words visual
1125,calculation visual_words visual
1126,visual non_human_sound auditory
1127,calculation visual
1128,calculation auditory
1129,right_hand visual
1130,language right_hand auditory
1131,non_human_sound auditory
1132,visual
1133,calculation visual_words visual
1134,visual non_human_sound auditory
1135,horizontal_checkerboard visual
1136,left_hand visual
1137,left_hand visual
1138,faces visual
1139,visual
1140,left_hand auditory
1141,visual
1142,right_hand visual
1143,objects visual
1144,visual
1145,language auditory
1146,objects visual
1147,visual
1148,language visual_words visual
1149,visual
1150,right_hand visual
1151,objects visual
1152,left_hand visual_words visual
1153,calculation auditory
1154,visual
1155,left_hand visual
1156,visual
1157,non_human_sound auditory
1158,visual
1159,calculation language auditory
1160,visual
1161,objects visual
1162,objects visual non_human_sound
1163,horizontal_checkerboard visual
1164,places visual
1165,calculation visual
1166,vertical_checkerboard visual
1167,calculation visual_words visual
1168,visual
1169,objects right_hand visual
1170,calculation visual_words visual
1171,right_hand visual
1172,visual_words visual
1173,visual
1174,calculation visual
1175,scramble visual
1176,left_hand auditory
1177,auditory
1178,right_hand visual
1179,visual_digits visual
1180,right_hand visual
1181,left_hand auditory
1182,vertical_checkerboard visual
1183,left_hand visual_words visual
1184,visual
1185,visual_digits calculation visual
1186,language visual_words visual
1187,calculation auditory
1188,left_hand right_hand auditory
1189,language right_hand visual_words visual
1190,visual_words visual
1191,vertical_checkerboard right_hand visual
1192,visual
1193,language human_sound auditory
1194,calculation auditory
1195,visual
1196,visual saccades
1197,calculation right_hand auditory
1198,left_hand visual_words visual
1199,left_hand calculation auditory
1200,language visual_words visual
1201,calculation auditory
1202,visual
1203,scramble visual
1204,calculation right_hand auditory
1205,language visual_words visual
1206,language human_sound auditory
1207,objects visual
1208,left_hand visual_words visual
1209,calculation visual_words visual
1210,visual
1211,right_hand auditory
1212,left_hand visual_words visual
1213,calculation auditory
1214,left_hand auditory
1215,scramble visual
1216,horizontal_checkerboard vertical_checkerboard visual
1217,calculation auditory
1218,calculation visual
1219,calculation auditory
1220,human_sound non_human_sound auditory
1221,visual
1222,language visual
1223,right_hand visual non_human_sound auditory
1224,left_hand objects visual
1225,vertical_checkerboard visual
1226,left_hand visual_words visual
1227,calculation auditory
1228,visual
1229,visual
1230,language auditory
1231,faces right_hand visual
1232,calculation right_hand auditory
1233,visual_words visual
1234,calculation visual_words visual
1235,language visual_words visual
1236,left_hand calculation auditory
1237,objects right_hand visual
1238,objects visual non_human_sound auditory
1239,language human_sound auditory
1240,horizontal_checkerboard vertical_checkerboard visual
1241,visual
1242,visual_digits visual
1243,language auditory
1244,visual
1245,visual_words visual
1246,non_human_sound auditory
1247,auditory
1248,left_hand visual_words visual
1249,right_hand visual
1250,non_human_sound auditory
1251,places right_hand visual
1252,calculation visual_words visual
1253,visual
1254,objects right_hand visual
1255,calculation visual auditory
1256,calculation visual
1257,right_hand auditory
1258,visual_words visual
1259,places right_hand visual
1260,calculation right_hand auditory
1261,calculation visual_words visual
1262,visual
1263,visual saccades
1264,right_hand visual
1265,language visual_words visual
1266,left_hand visual
1267,objects visual
1268,calculation auditory
1269,auditory
1270,language right_hand visual_words visual
1271,left_hand visual_words visual
1272,visual_words visual
1273,visual
1274,calculation auditory
1275,visual
1276,faces right_hand visual
1277,language auditory
1278,visual_digits visual
1279,auditory
1280,visual
1281,right_hand auditory
1282,objects visual
1283,human_sound auditory
1284,objects visual
1285,visual saccades
1286,objects visual
1287,faces right_hand visual
1288,visual
1289,visual_words visual
1290,non_human_sound auditory
1291,horizontal_checkerboard vertical_checkerboard visual
1292,visual
1293,left_hand visual
1294,vertical_checkerboard right_hand visual
1295,right_hand auditory
1296,visual
1297,non_human_sound auditory
1298,left_hand auditory
1299,language right_hand visual_words visual
1300,left_hand objects visual
1301,vertical_checkerboard visual saccades
1302,language visual_words visual
1303,objects visual non_human_sound auditory
1304,scramble visual
1305,objects visual
1306,calculation visual_words visual
1307,calculation visual
1308,visual saccades
1309,visual
1310,visual
1311,horizontal_checkerboard visual
1312,calculation visual_words visual
1313,visual_digits scramble visual
1314,faces right_hand visual
1315,left_hand auditory
1316,right_hand visual_words visual
1317,language human_sound auditory
1318,visual
1319,scramble visual
1320,visual
1321,visual
1322,language visual_words visual
1323,right_hand visual
1324,places right_hand visual
1325,objects visual
1326,calculation auditory
1327,calculation objects visual
1328,vertical_checkerboard visual
1329,non_human_sound auditory
1330,visual
1331,objects right_hand visual
1332,right_hand visual_words visual
1333,left_hand visual_words visual
1334,visual_digits visual
1335,language visual_words visual
1336,non_human_sound auditory
1337,visual
1338,faces right_hand visual
1339,objects visual
1340,objects visual
1341,visual
1342,visual
1343,visual_words visual
1344,auditory
1345,right_hand visual_words visual
1346,auditory
1347,calculation objects visual
1348,horizontal_checkerboard vertical_checkerboard visual
1349,language right_hand visual_words visual
1350,objects visual non_human_sound
1351,vertical_checkerboard visual
1352,visual
1353,auditory
1354,right_hand auditory
1355,calculation visual_words visual
1356,visual
1357,calculation visual
1358,places visual
1359,calculation auditory
1360,visual
1361,language right_hand auditory
1362,objects right_hand visual
1363,calculation right_hand auditory
1364,visual
1365,calculation visual_words visual
1366,calculation visual
1367,visual
1368,calculation visual_words visual
1369,right_hand auditory
1370,right_hand visual_words visual
1371,non_human_sound auditory
1372,visual
1373,left_hand visual_words visual
1374,non_human_sound auditory
1375,visual_words visual
1376,calculation visual
1377,right_hand
1378,visual
1379,visual_words visual
1380,language auditory
1381,right_hand auditory
1382,objects right_hand visual
1383,objects visual non_human_sound auditory
1384,calculation visual_words visual
1385,visual
1386,faces right_hand visual
1387,visual_words visual
1388,vertical_checkerboard visual
1389,right_hand visual
1390,right_hand visual
1391,objects visual
1392,calculation visual_words visual
1393,visual
1394,visual
1395,horizontal_checkerboard vertical_checkerboard visual
1396,language auditory
1397,calculation visual auditory
1398,calculation visual_words visual
1399,visual
1400,right_hand visual_words visual
1401,visual
1402,vertical_checkerboard visual
1403,visual
1404,right_hand visual
1405,horizontal_checkerboard vertical_checkerboard visual
1406,auditory
1407,visual non_human_sound auditory
1408,calculation visual
1409,vertical_checkerboard visual
1410,vertical_checkerboard visual
1411,visual
1412,calculation visual_words visual
1413,calculation auditory
